data_date,ticker,signal
6/26/2015,AAP,0.398276636
6/27/2015,AAP,0.375814406
6/28/2015,AAP,0.448435544
6/29/2015,AAP,0.363573006
6/30/2015,AAP,0.421780395
7/1/2015,AAP,0.509859769
7/2/2015,AAP,0.399213238
7/3/2015,AAP,0.509873366
7/4/2015,AAP,0.483465782
7/5/2015,AAP,0.458796001
7/6/2015,AAP,0.618159653
7/7/2015,AAP,0.333065681
7/8/2015,AAP,0.423507815
7/9/2015,AAP,0.37452397
7/10/2015,AAP,0.342548645
7/11/2015,AAP,0.093216049
7/12/2015,AAP,0.005843616
7/13/2015,AAP,0.08351537
7/14/2015,AAP,0.16960317
7/15/2015,AAP,-0.754116147
7/16/2015,AAP,-0.754142773
7/17/2015,AAP,0.178107187
7/18/2015,AAP,0.766595224
7/19/2015,AAP,1.232627844
7/20/2015,AAP,1.393867482
7/21/2015,AAP,1.318053826
7/22/2015,AAP,1.986201768
7/23/2015,AAP,2.310901555
7/24/2015,AAP,1.513893064
7/25/2015,AAP,1.227090752
7/26/2015,AAP,0.923183197
7/27/2015,AAP,0.228105271
7/28/2015,AAP,-0.120193157
7/29/2015,AAP,-0.390978623
7/30/2015,AAP,-0.42909927
7/31/2015,AAP,-0.4486582
8/1/2015,AAP,-0.315031869
8/2/2015,AAP,-0.151696805
8/3/2015,AAP,0.118709771
8/4/2015,AAP,0.21306739
8/5/2015,AAP,0.836259376
8/6/2015,AAP,1.486788624
8/7/2015,AAP,1.473692388
8/8/2015,AAP,1.177515535
8/9/2015,AAP,0.94262164
8/10/2015,AAP,0.726372765
8/11/2015,AAP,0.849456679
8/12/2015,AAP,0.669096296
8/13/2015,AAP,0.050402139
8/14/2015,AAP,-0.129878789
8/15/2015,AAP,-0.306819661
8/16/2015,AAP,-0.204205806
8/17/2015,AAP,0.632513699
8/18/2015,AAP,0.538690341
8/19/2015,AAP,0.362106111
8/20/2015,AAP,0.571053534
8/21/2015,AAP,0.556590077
8/22/2015,AAP,0.889717396
8/23/2015,AAP,0.462469928
8/24/2015,AAP,0.03699222
8/25/2015,AAP,0.096044793
8/26/2015,AAP,0.148697094
8/27/2015,AAP,0.536740711
8/28/2015,AAP,1.016172378
8/29/2015,AAP,0.496938318
8/30/2015,AAP,0.384573887
8/31/2015,AAP,0.072557222
9/1/2015,AAP,0.255037761
9/2/2015,AAP,0.312279327
9/3/2015,AAP,-0.073414783
9/4/2015,AAP,-0.410975513
9/5/2015,AAP,-0.318751757
9/6/2015,AAP,0.086343775
9/7/2015,AAP,-0.598930629
9/8/2015,AAP,-0.458872992
9/9/2015,AAP,-0.124132716
9/10/2015,AAP,0.004438688
9/11/2015,AAP,0.048598143
9/12/2015,AAP,0.189747078
9/13/2015,AAP,-0.931639209
9/14/2015,AAP,0.561621699
9/15/2015,AAP,-0.311217426
9/16/2015,AAP,-0.373053199
9/17/2015,AAP,-0.080028047
9/18/2015,AAP,-0.452204308
9/19/2015,AAP,-0.501924124
9/20/2015,AAP,-0.127646482
9/21/2015,AAP,-0.495621159
9/22/2015,AAP,-0.078502795
9/23/2015,AAP,-0.146017722
9/24/2015,AAP,-0.474030201
9/25/2015,AAP,-0.17151387
9/26/2015,AAP,-0.264181221
9/27/2015,AAP,-0.720624067
9/28/2015,AAP,-0.539242428
9/29/2015,AAP,-0.019036081
9/30/2015,AAP,-0.226438507
10/1/2015,AAP,-0.115448638
10/2/2015,AAP,-0.11250131
10/3/2015,AAP,-0.126091493
10/4/2015,AAP,-0.087478933
10/5/2015,AAP,0.402881736
10/6/2015,AAP,0.797001368
10/7/2015,AAP,0.797168959
10/8/2015,AAP,0.786355304
10/9/2015,AAP,0.645592721
10/10/2015,AAP,0.519838048
10/11/2015,AAP,0.390649105
10/12/2015,AAP,0.254077532
10/13/2015,AAP,-0.178352677
10/14/2015,AAP,-0.211440134
10/15/2015,AAP,-0.43378892
10/16/2015,AAP,-0.403342726
10/17/2015,AAP,-0.487821737
10/18/2015,AAP,0.041202384
10/19/2015,AAP,0.115562815
10/20/2015,AAP,0.048378065
10/21/2015,AAP,-0.419943561
10/22/2015,AAP,-0.582519309
10/23/2015,AAP,-0.426469223
10/24/2015,AAP,0.008239431
10/25/2015,AAP,-0.300515124
10/26/2015,AAP,-0.605207402
10/27/2015,AAP,-0.247912643
10/28/2015,AAP,0.630498228
10/29/2015,AAP,1.104287171
10/30/2015,AAP,1.293386024
10/31/2015,AAP,1.280915679
11/1/2015,AAP,1.183305194
11/2/2015,AAP,0.882414331
11/3/2015,AAP,0.392193115
11/4/2015,AAP,-0.176356054
11/5/2015,AAP,-0.202287939
11/6/2015,AAP,-0.151989642
11/7/2015,AAP,-0.157401858
11/8/2015,AAP,0.429996636
11/9/2015,AAP,0.74892117
11/10/2015,AAP,1.365201607
11/11/2015,AAP,1.352734004
11/12/2015,AAP,2.468004835
11/13/2015,AAP,2.517324482
11/14/2015,AAP,2.455049172
11/15/2015,AAP,1.428134665
11/16/2015,AAP,1.869660962
11/17/2015,AAP,2.239367063
11/18/2015,AAP,3.526505891
11/19/2015,AAP,1.895097472
11/20/2015,AAP,1.913908105
11/21/2015,AAP,1.778406517
11/22/2015,AAP,0.968360903
11/23/2015,AAP,0.524267962
11/24/2015,AAP,-0.463810972
11/25/2015,AAP,-0.5404017
11/26/2015,AAP,-0.659048626
11/27/2015,AAP,-0.946554053
11/28/2015,AAP,-0.770701996
11/29/2015,AAP,0.404453363
11/30/2015,AAP,1.046813075
12/1/2015,AAP,1.816859039
12/2/2015,AAP,0.711668351
12/3/2015,AAP,1.568587704
12/4/2015,AAP,1.910638668
12/5/2015,AAP,2.345600716
12/6/2015,AAP,2.145182885
12/7/2015,AAP,1.18463243
12/8/2015,AAP,0.614111128
12/9/2015,AAP,0.335772666
12/10/2015,AAP,0.520679597
12/11/2015,AAP,0.398865191
12/12/2015,AAP,-0.244599146
12/13/2015,AAP,-0.17083129
12/14/2015,AAP,0.101103553
12/15/2015,AAP,-0.478740429
12/16/2015,AAP,0.079997525
12/17/2015,AAP,0.29292011
12/18/2015,AAP,0.805573761
12/19/2015,AAP,0.903082276
12/20/2015,AAP,1.188672465
12/21/2015,AAP,1.554186124
12/22/2015,AAP,2.971957515
12/23/2015,AAP,2.531711329
12/24/2015,AAP,1.763715874
12/25/2015,AAP,1.155306159
12/26/2015,AAP,1.333568673
12/27/2015,AAP,1.085735926
12/28/2015,AAP,1.066174605
12/29/2015,AAP,1.454890856
12/30/2015,AAP,1.05246923
12/31/2015,AAP,-0.272373378
1/1/2016,AAP,-0.754401277
1/2/2016,AAP,-1.098693244
1/3/2016,AAP,-1.350313017
1/4/2016,AAP,-1.524490544
1/5/2016,AAP,-1.055718041
1/6/2016,AAP,-0.304024759
1/7/2016,AAP,0.145339079
1/8/2016,AAP,-0.038987332
1/9/2016,AAP,-0.052019454
1/10/2016,AAP,0.153624282
1/11/2016,AAP,0.017949235
1/12/2016,AAP,-0.502727428
1/13/2016,AAP,-0.744333159
1/14/2016,AAP,-0.553149961
1/15/2016,AAP,-0.211984823
1/16/2016,AAP,-0.425334027
1/17/2016,AAP,-0.546039372
1/18/2016,AAP,-0.195137866
1/19/2016,AAP,-0.252768973
1/20/2016,AAP,0.279533261
1/21/2016,AAP,0.293534278
1/22/2016,AAP,0.421506097
1/23/2016,AAP,0.842838824
1/24/2016,AAP,1.113203902
1/25/2016,AAP,1.425680915
1/26/2016,AAP,2.008799787
1/27/2016,AAP,2.463548971
1/28/2016,AAP,2.842686872
1/29/2016,AAP,2.467239044
1/30/2016,AAP,2.116931638
1/31/2016,AAP,1.776324757
2/1/2016,AAP,1.393655427
2/2/2016,AAP,0.613582738
2/3/2016,AAP,-0.117129085
2/4/2016,AAP,0.020636881
2/5/2016,AAP,0.80306761
2/6/2016,AAP,1.825421697
2/7/2016,AAP,2.650750281
2/8/2016,AAP,3.087233238
2/9/2016,AAP,3.378979806
2/10/2016,AAP,3.212972984
2/11/2016,AAP,2.368355458
2/12/2016,AAP,3.328873538
2/13/2016,AAP,2.542317057
2/14/2016,AAP,0.990285681
2/15/2016,AAP,0.121213175
2/16/2016,AAP,0.472926894
2/17/2016,AAP,1.057643133
2/18/2016,AAP,1.667365134
2/19/2016,AAP,1.934479093
2/20/2016,AAP,2.016318773
2/21/2016,AAP,2.574133998
2/22/2016,AAP,2.759441521
2/23/2016,AAP,2.331562458
2/24/2016,AAP,2.2225281
2/25/2016,AAP,2.263014139
2/26/2016,AAP,2.340457077
2/27/2016,AAP,2.489823015
2/28/2016,AAP,3.052756555
2/29/2016,AAP,3.353419954
3/1/2016,AAP,4.043474912
3/2/2016,AAP,4.612310835
3/3/2016,AAP,6.194378706
3/4/2016,AAP,6.698497212
3/5/2016,AAP,7.237104106
3/6/2016,AAP,13.78247321
3/7/2016,AAP,14.39953354
3/8/2016,AAP,13.60263094
3/9/2016,AAP,10.9376771
3/10/2016,AAP,7.682597394
3/11/2016,AAP,7.291419929
3/12/2016,AAP,6.607697703
3/13/2016,AAP,1.660193694
3/14/2016,AAP,0.979625063
3/15/2016,AAP,0.641441301
3/16/2016,AAP,1.09598125
3/17/2016,AAP,2.039511862
3/18/2016,AAP,2.086896902
3/19/2016,AAP,2.125825326
3/20/2016,AAP,2.641587498
3/21/2016,AAP,2.685122868
3/22/2016,AAP,2.713788017
3/23/2016,AAP,2.755663168
3/24/2016,AAP,2.11828108
3/25/2016,AAP,1.760918354
3/26/2016,AAP,1.837929292
3/27/2016,AAP,1.745323653
3/28/2016,AAP,2.134085526
3/29/2016,AAP,2.478302158
3/30/2016,AAP,2.690980765
3/31/2016,AAP,2.974472329
4/1/2016,AAP,2.607498805
4/2/2016,AAP,2.282318072
4/3/2016,AAP,2.113824515
4/4/2016,AAP,2.45645994
4/5/2016,AAP,2.752699345
4/6/2016,AAP,2.261695854
4/7/2016,AAP,1.390523227
4/8/2016,AAP,1.796435591
4/9/2016,AAP,2.222465226
4/10/2016,AAP,1.847316109
4/11/2016,AAP,1.385550775
4/12/2016,AAP,0.76508436
4/13/2016,AAP,0.130996831
4/14/2016,AAP,-0.289834275
4/15/2016,AAP,-0.760555416
4/16/2016,AAP,-0.907302376
4/17/2016,AAP,-0.908957156
4/18/2016,AAP,-0.790714112
4/19/2016,AAP,-0.483150199
4/20/2016,AAP,0.122759246
4/21/2016,AAP,0.697372262
4/22/2016,AAP,1.247488771
4/23/2016,AAP,1.888493888
4/24/2016,AAP,2.719249074
4/25/2016,AAP,2.431899184
4/26/2016,AAP,1.872782892
4/27/2016,AAP,1.675216835
4/28/2016,AAP,1.425586136
4/29/2016,AAP,1.373084816
4/30/2016,AAP,1.115131298
5/1/2016,AAP,0.956485149
5/2/2016,AAP,1.278838924
5/3/2016,AAP,1.542682351
5/4/2016,AAP,2.01280538
5/5/2016,AAP,2.961771544
5/6/2016,AAP,2.849957482
5/7/2016,AAP,2.439493292
5/8/2016,AAP,2.009310927
5/9/2016,AAP,1.637715806
5/10/2016,AAP,1.334938048
5/11/2016,AAP,0.857349036
5/12/2016,AAP,-0.3582726
5/13/2016,AAP,-0.738585001
5/14/2016,AAP,-0.803079965
5/15/2016,AAP,-1.101606133
5/16/2016,AAP,-0.593875716
5/17/2016,AAP,0.022905623
5/18/2016,AAP,-0.068111188
5/19/2016,AAP,0.774170491
5/20/2016,AAP,-2.313704087
5/21/2016,AAP,-1.736365315
5/22/2016,AAP,-1.421713423
5/23/2016,AAP,-2.003704273
5/24/2016,AAP,-2.133592715
5/25/2016,AAP,-1.754148501
5/26/2016,AAP,-2.304732511
5/27/2016,AAP,-2.544570843
5/28/2016,AAP,-2.567729458
5/29/2016,AAP,-1.920144071
5/30/2016,AAP,-2.239558662
5/31/2016,AAP,-2.191005267
6/1/2016,AAP,-2.462626404
6/2/2016,AAP,-1.837523004
6/3/2016,AAP,-1.435443917
6/4/2016,AAP,-0.824540331
6/5/2016,AAP,-0.601994938
6/6/2016,AAP,0.599930489
6/7/2016,AAP,0.22305432
6/8/2016,AAP,0.222318195
6/9/2016,AAP,-0.171879153
6/10/2016,AAP,-0.366238108
6/11/2016,AAP,-0.957310934
6/12/2016,AAP,-1.023254179
6/13/2016,AAP,-2.082974227
6/14/2016,AAP,-2.659977104
6/15/2016,AAP,-3.075471815
6/16/2016,AAP,-2.556045876
6/17/2016,AAP,-2.134962426
6/18/2016,AAP,-2.054253722
6/19/2016,AAP,-1.601797981
6/20/2016,AAP,-1.238977392
6/21/2016,AAP,-1.034759168
6/22/2016,AAP,-0.507315192
6/23/2016,AAP,-0.495854435
6/24/2016,AAP,-0.626385229
6/25/2016,AAP,-0.715291746
6/26/2016,AAP,-1.160453114
6/27/2016,AAP,-0.889564689
6/28/2016,AAP,-0.174184952
6/29/2016,AAP,0.186014187
6/30/2016,AAP,-0.052829847
7/1/2016,AAP,-0.192334982
7/2/2016,AAP,-0.344965011
7/3/2016,AAP,-0.257707037
7/4/2016,AAP,-0.091462952
7/5/2016,AAP,0.483046986
7/6/2016,AAP,0.70196969
7/7/2016,AAP,0.676270255
7/8/2016,AAP,0.812461569
7/9/2016,AAP,0.757790546
7/10/2016,AAP,0.334716622
7/11/2016,AAP,0.498635772
7/12/2016,AAP,-0.243578484
7/13/2016,AAP,-0.006153305
7/14/2016,AAP,0.065219679
7/15/2016,AAP,-0.542891414
7/16/2016,AAP,-0.70128236
7/17/2016,AAP,-0.898480453
7/18/2016,AAP,-1.597798886
7/19/2016,AAP,-1.279407004
7/20/2016,AAP,-1.465680894
7/21/2016,AAP,-1.782169996
7/22/2016,AAP,-1.381527169
7/23/2016,AAP,-1.099319138
7/24/2016,AAP,-0.760835344
7/25/2016,AAP,-0.088974736
7/26/2016,AAP,0.307687881
7/27/2016,AAP,0.293281599
7/28/2016,AAP,0.466165307
7/29/2016,AAP,0.482804704
7/30/2016,AAP,0.370083062
7/31/2016,AAP,0.096094864
8/1/2016,AAP,-0.518965243
8/2/2016,AAP,-0.847535047
8/3/2016,AAP,-0.653177863
8/4/2016,AAP,-0.559382433
8/5/2016,AAP,-0.597488742
8/6/2016,AAP,-0.296102872
8/7/2016,AAP,-0.002747785
8/8/2016,AAP,0.209327452
8/9/2016,AAP,-0.032545267
8/10/2016,AAP,-0.293141363
8/11/2016,AAP,-0.592135411
8/12/2016,AAP,-0.850944629
8/13/2016,AAP,-0.863612547
8/14/2016,AAP,-0.920098585
8/15/2016,AAP,-0.88050476
8/16/2016,AAP,-0.582056609
8/17/2016,AAP,0.35079579
8/18/2016,AAP,1.24092144
8/19/2016,AAP,1.400974914
8/20/2016,AAP,1.170162978
8/21/2016,AAP,1.679951397
8/22/2016,AAP,1.911363231
8/23/2016,AAP,1.906027068
8/24/2016,AAP,1.788309136
8/25/2016,AAP,1.117230943
8/26/2016,AAP,0.907007039
8/27/2016,AAP,1.107585732
8/28/2016,AAP,0.859128008
8/29/2016,AAP,0.720900091
8/30/2016,AAP,0.708969826
8/31/2016,AAP,0.439695769
9/1/2016,AAP,0.680094178
9/2/2016,AAP,0.871275174
9/3/2016,AAP,2.260948763
9/4/2016,AAP,2.941542895
9/5/2016,AAP,4.008334117
9/6/2016,AAP,4.139259194
9/7/2016,AAP,3.574572227
9/8/2016,AAP,3.092459069
9/9/2016,AAP,3.005611243
9/10/2016,AAP,1.850822331
9/11/2016,AAP,1.71848597
9/12/2016,AAP,0.677664282
9/13/2016,AAP,0.768260164
9/14/2016,AAP,0.595962746
9/15/2016,AAP,0.454324292
9/16/2016,AAP,0.611107009
9/17/2016,AAP,0.472975248
9/18/2016,AAP,0.905925336
9/19/2016,AAP,1.412493835
9/20/2016,AAP,1.280434741
9/21/2016,AAP,1.440689312
9/22/2016,AAP,1.798900648
9/23/2016,AAP,1.644626869
9/24/2016,AAP,1.79761379
9/25/2016,AAP,1.599412432
9/26/2016,AAP,0.761111442
9/27/2016,AAP,0.869027218
9/28/2016,AAP,1.123003786
9/29/2016,AAP,0.792451313
9/30/2016,AAP,0.777989278
10/1/2016,AAP,0.680415761
10/2/2016,AAP,0.511757989
10/3/2016,AAP,0.336413978
10/4/2016,AAP,0.02833969
10/5/2016,AAP,1.27291754
10/6/2016,AAP,1.524044573
10/7/2016,AAP,1.13084117
10/8/2016,AAP,1.022502699
10/9/2016,AAP,1.019250987
10/10/2016,AAP,1.087778474
10/11/2016,AAP,1.283042566
10/12/2016,AAP,0.351549749
10/13/2016,AAP,0.049970346
10/14/2016,AAP,0.092267706
10/15/2016,AAP,0.073287597
10/16/2016,AAP,0.018643583
10/17/2016,AAP,1.057403526
10/18/2016,AAP,0.906602303
10/19/2016,AAP,1.344797042
10/20/2016,AAP,1.877912688
10/21/2016,AAP,2.252842198
10/22/2016,AAP,2.108755501
10/23/2016,AAP,1.790296027
10/24/2016,AAP,1.212612613
10/25/2016,AAP,1.207917243
10/26/2016,AAP,0.395895988
10/27/2016,AAP,0.159531043
10/28/2016,AAP,0.200280222
10/29/2016,AAP,0.223098289
10/30/2016,AAP,0.233312918
10/31/2016,AAP,0.548870648
11/1/2016,AAP,1.049585417
11/2/2016,AAP,1.221366811
11/3/2016,AAP,1.396149713
11/4/2016,AAP,1.619763556
11/5/2016,AAP,2.007956683
11/6/2016,AAP,1.981372407
11/7/2016,AAP,1.615453241
11/8/2016,AAP,1.129893036
11/9/2016,AAP,1.194581222
11/10/2016,AAP,1.466066795
11/11/2016,AAP,1.607027032
11/12/2016,AAP,1.531268031
11/13/2016,AAP,1.488917922
11/14/2016,AAP,0.512706985
11/15/2016,AAP,2.817213381
11/16/2016,AAP,2.589554752
11/17/2016,AAP,2.702329825
11/18/2016,AAP,2.307616693
11/19/2016,AAP,1.814609368
11/20/2016,AAP,1.592379354
11/21/2016,AAP,1.679435546
11/22/2016,AAP,2.042698546
11/23/2016,AAP,1.866840316
11/24/2016,AAP,1.426379453
11/25/2016,AAP,1.051113701
11/26/2016,AAP,1.260637882
11/27/2016,AAP,0.91844246
11/28/2016,AAP,0.730639162
11/29/2016,AAP,-0.733100958
11/30/2016,AAP,-0.514194137
12/1/2016,AAP,-1.5195799
12/2/2016,AAP,-1.691290426
12/3/2016,AAP,-1.676870483
12/4/2016,AAP,-1.184897635
12/5/2016,AAP,-0.586364041
12/6/2016,AAP,0.488881582
12/7/2016,AAP,-0.150910202
12/8/2016,AAP,-0.596207489
12/9/2016,AAP,-1.011251398
12/10/2016,AAP,-1.277301423
12/11/2016,AAP,-2.070907652
12/12/2016,AAP,-2.816083888
12/13/2016,AAP,-3.070946226
12/14/2016,AAP,-3.205575023
12/15/2016,AAP,-2.6003729
12/16/2016,AAP,-1.628948727
12/17/2016,AAP,-1.080283648
12/18/2016,AAP,-0.913470444
12/19/2016,AAP,-0.525156834
12/20/2016,AAP,-0.378252466
12/21/2016,AAP,0.169757565
12/22/2016,AAP,0.830530804
12/23/2016,AAP,0.73234865
12/24/2016,AAP,0.598837593
12/25/2016,AAP,1.353398814
12/26/2016,AAP,1.439572083
12/27/2016,AAP,1.375592008
12/28/2016,AAP,2.126072134
12/29/2016,AAP,1.928464199
12/30/2016,AAP,0.627406252
12/31/2016,AAP,0.85905215
1/1/2017,AAP,-0.039067705
1/2/2017,AAP,0.669614206
1/3/2017,AAP,1.034662076
1/4/2017,AAP,1.144305879
1/5/2017,AAP,1.332283535
1/6/2017,AAP,1.540647469
1/7/2017,AAP,1.676602902
1/8/2017,AAP,1.842656901
1/9/2017,AAP,1.86886895
1/10/2017,AAP,0.806682246
1/11/2017,AAP,-0.175106118
1/12/2017,AAP,-0.892094356
1/13/2017,AAP,-1.315221169
1/14/2017,AAP,-1.254396444
1/15/2017,AAP,-1.563043212
1/16/2017,AAP,-1.117277652
1/17/2017,AAP,0.494694258
1/18/2017,AAP,1.055671018
1/19/2017,AAP,1.766877963
1/20/2017,AAP,2.192609187
1/21/2017,AAP,1.498537343
1/22/2017,AAP,1.49746853
1/23/2017,AAP,-0.39247084
1/24/2017,AAP,-2.200742045
1/25/2017,AAP,-3.22425455
1/26/2017,AAP,-3.334933924
1/27/2017,AAP,-2.900625597
1/28/2017,AAP,-3.020612888
1/29/2017,AAP,-2.876152901
1/30/2017,AAP,-2.842614365
1/31/2017,AAP,-2.292355689
2/1/2017,AAP,-2.411046482
2/2/2017,AAP,-2.626871676
2/3/2017,AAP,-3.386354999
2/4/2017,AAP,-3.597924086
2/5/2017,AAP,-3.553508134
2/6/2017,AAP,-3.127332045
2/7/2017,AAP,-3.439350881
2/8/2017,AAP,-3.650555853
2/9/2017,AAP,-3.732136724
2/10/2017,AAP,-3.671170494
2/11/2017,AAP,-3.498971155
2/12/2017,AAP,-3.022702224
2/13/2017,AAP,-3.344292092
2/14/2017,AAP,-3.941212973
2/15/2017,AAP,-4.898318123
2/16/2017,AAP,-3.671908595
2/17/2017,AAP,-2.776828876
2/18/2017,AAP,-3.248354319
2/19/2017,AAP,-3.712837776
2/20/2017,AAP,-4.707479985
2/21/2017,AAP,-4.44598404
2/22/2017,AAP,-3.071948645
2/23/2017,AAP,-4.127674188
2/24/2017,AAP,-5.108438407
2/25/2017,AAP,-4.959908313
2/26/2017,AAP,-5.924121886
2/27/2017,AAP,-4.244977689
2/28/2017,AAP,-4.291351223
3/1/2017,AAP,-3.925243762
3/2/2017,AAP,-3.337492904
3/3/2017,AAP,-3.300055111
3/4/2017,AAP,-3.112501781
3/5/2017,AAP,-2.065104337
3/6/2017,AAP,-1.773933606
3/7/2017,AAP,-1.510684731
3/8/2017,AAP,-1.369496788
3/9/2017,AAP,-1.540879419
3/10/2017,AAP,-1.507152767
3/11/2017,AAP,-1.552132269
3/12/2017,AAP,-1.470548812
3/13/2017,AAP,-2.042200232
3/14/2017,AAP,-1.662486062
3/15/2017,AAP,-1.911845688
3/16/2017,AAP,-1.791344168
3/17/2017,AAP,-1.299920672
3/18/2017,AAP,-1.300473412
3/19/2017,AAP,-1.821003493
3/20/2017,AAP,-1.578535556
3/21/2017,AAP,-1.891092675
3/22/2017,AAP,-1.609433765
3/23/2017,AAP,-1.473794092
3/24/2017,AAP,-1.725570079
3/25/2017,AAP,-1.876285482
3/26/2017,AAP,-1.392406817
3/27/2017,AAP,-1.574184668
3/28/2017,AAP,-1.890888037
3/29/2017,AAP,-2.092292964
3/30/2017,AAP,-2.001931013
3/31/2017,AAP,-1.465917056
4/1/2017,AAP,-1.059273658
4/2/2017,AAP,-0.765916822
4/3/2017,AAP,-0.85561019
4/4/2017,AAP,-0.575469728
4/5/2017,AAP,0.422733182
4/6/2017,AAP,1.084046089
4/7/2017,AAP,0.251588401
4/8/2017,AAP,0.023733991
4/9/2017,AAP,-0.042325275
4/10/2017,AAP,-0.184223514
4/11/2017,AAP,-0.495089935
4/12/2017,AAP,-0.861959353
4/13/2017,AAP,-1.539298985
4/14/2017,AAP,-1.371658015
4/15/2017,AAP,-1.295249514
4/16/2017,AAP,-0.47728777
4/17/2017,AAP,0.378685881
4/18/2017,AAP,0.9340213
4/19/2017,AAP,1.188197802
4/20/2017,AAP,1.551950182
4/21/2017,AAP,1.232298832
4/22/2017,AAP,0.865174977
4/23/2017,AAP,-0.362655406
4/24/2017,AAP,-0.946545714
4/25/2017,AAP,-1.170764194
4/26/2017,AAP,-1.378009715
4/27/2017,AAP,-1.530703474
4/28/2017,AAP,-1.246319657
4/29/2017,AAP,-1.232176271
4/30/2017,AAP,-1.218508339
5/1/2017,AAP,-1.078439673
5/2/2017,AAP,-0.944469283
5/3/2017,AAP,-1.04388005
5/4/2017,AAP,-1.357101957
5/5/2017,AAP,-1.236158411
5/6/2017,AAP,-0.787024486
5/7/2017,AAP,-0.02850799
5/8/2017,AAP,0.04732818
5/9/2017,AAP,-0.154188781
5/10/2017,AAP,-0.121861953
5/11/2017,AAP,0.298855277
5/12/2017,AAP,0.674500012
5/13/2017,AAP,0.634452101
5/14/2017,AAP,0.55903778
5/15/2017,AAP,0.101432671
5/16/2017,AAP,0.373237439
5/17/2017,AAP,1.088068599
5/18/2017,AAP,1.159893217
5/19/2017,AAP,0.65105268
5/20/2017,AAP,0.083317187
5/21/2017,AAP,-0.521718977
5/22/2017,AAP,-0.132081226
5/23/2017,AAP,-0.152665401
5/24/2017,AAP,-0.605629719
5/25/2017,AAP,-0.458581856
5/26/2017,AAP,0.159568862
5/27/2017,AAP,0.490316712
5/28/2017,AAP,0.353126395
5/29/2017,AAP,-0.21965291
5/30/2017,AAP,-0.204566949
5/31/2017,AAP,-0.47704023
6/1/2017,AAP,-1.736455418
